-1,-1,-2,0,-1,-1,0,0,-2,-2,-2,-2,1,0,2,-1,0,0,-1,0,-1,0,0,0,0,0,4,4,5,5,5,6,5,5,1,0.000,3.000,-1.000,0.000,0.000,-1.000,-1.000,38.000,81.000,78.000,86.000,64.000,85.000,115.000,37.000,72.000,66.000,50.000,68.000,100.000,58.000,78.000,47.000
1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,-1,1,0,2,1,0,11,11,11,11,11,11,11,11,1,0.000,3.000,-1.000,0.000,0.000,-1.000,-1.000,3.000,2.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,2,0,2,0,0,5,5,5,5,5,5,5,5,1,-1.000,2.000,-1.000,0.000,0.000,-1.000,-1.000,39.000,34.000,74.000,50.000,134.000,176.000,209.000,54.000,82.000,52.000,155.000,183.000,260.000,100.000,156.000,152.000
0,0,0,0,-1,-1,-1,-1,0,1,0,1,0,0,0,-1,0,0,0,0,-1,2,0,2,2,2,9,8,8,9,8,8,8,8,1,0.000,3.000,-1.000,0.000,0.000,-1.000,0.000,8982.000,7878.000,6435.000,8949.000,7451.000,6534.000,7190.000,10777.000,9567.000,9104.000,10893.000,9381.000,7593.000,8975.000,7362.000,7048.000
0,0,0,0,-1,-1,-1,0,0,1,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,8,7,7,7,7,7,7,7,0,-1.000,2.000,-1.000,0.000,0.000,-1.000,-1.000,30.000,32.000,18.000,14.000,2.000,5.000,13.000,30.000,22.000,17.000,5.000,9.000,11.000,26.000,13.000,24.000
1,0,0,0,0,0,0,-1,2,1,1,1,0,0,0,-1,1,-1,1,0,-1,1,0,1,403,308,5,5,5,5,5,6,5,5,1,0.000,3.000,-1.000,0.000,1.000,0.000,0.000,3.000,2.000,16.000,8.000,2.000,3.000,2.000,14.000,24.000,2.000,26.000,25.000,3.000,18.000,3.000,16.000
0,0,0,0,0,0,0,-1,2,1,1,1,0,0,0,0,1,0,1,0,-1,2,0,2,3,0,8,8,8,7,7,7,7,7,0,0.000,1.000,-1.000,0.000,0.000,-1.000,-1.000,13372.000,14294.000,7140.000,10560.000,10353.000,8580.000,10887.000,16216.000,15464.000,13803.000,15175.000,13293.000,11863.000,15057.000,12467.000,16168.000
-1,0,-1,0,-1,0,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,1,-1,0,0,0,26,26,11,11,11,10,11,11,11,11,-1,0.000,0.000,-1.000,0.000,0.000,0.000,0.000,39.000,56.000,83.000,21.000,35.000,61.000,47.000,28.000,34.000,62.000,32.000,16.000,19.000,42.000,39.000,43.000
0,1,0,0,-1,-1,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,-1,0,0,0,16,25,10,9,9,10,9,9,9,9,0,0.000,0.000,-1.000,0.000,0.000,0.000,0.000,3.000,5.000,3.000,2.000,1.000,1.000,1.000,11.000,6.000,5.000,2.000,1.000,1.000,9.000,1.000,0.000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,1,0,2,43,62,3,3,2,3,3,3,2,3,0,-1.000,2.000,-1.000,0.000,0.000,-1.000,-1.000,598.000,589.000,589.000,430.000,749.000,646.000,683.000,707.000,734.000,619.000,575.000,552.000,542.000,1033.000,907.000,706.000
0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,0,0,0,0,-1,0,0,0,68,40,7,7,7,7,7,7,7,7,0,-1.000,2.000,-1.000,0.000,0.000,-1.000,-1.000,2.000,3.000,2.000,3.000,10.000,3.000,3.000,4.000,8.000,3.000,6.000,3.000,7.000,4.000,4.000,11.000
0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,1,0,1,22,18,10,9,9,10,9,9,9,9,0,-1.000,2.000,-1.000,0.000,0.000,-1.000,-1.000,1.000,14.000,2.000,3.000,5.000,1.000,1.000,1.000,2.000,1.000,0.000,2.000,2.000,3.000,1.000,9.000
0,0,0,0,0,0,0,0,-2,-2,-1,-2,-1,-1,-1,-1,-1,0,0,-1,-1,1,0,1,0,1,13,13,13,14,14,14,13,14,0,-1.000,2.000,-1.000,0.000,0.000,-1.000,-1.000,1005.000,1007.000,4065.000,1493.000,2141.000,2748.000,2183.000,2193.000,2712.000,1989.000,3329.000,3626.000,3100.000,4321.000,3603.000,3199.000
1,1,0,0,0,1,1,1,-3,-2,-1,-2,-1,-1,-1,1,-1,0,0,-1,-1,2,0,2,1,0,2,3,3,3,4,3,4,4,0,-1.000,1.000,-1.000,0.000,0.000,-1.000,-1.000,4.000,14.000,6.000,6.000,2.000,3.000,3.000,3.000,22.000,2.000,9.000,1.000,11.000,4.000,6.000,11.000
0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,3,0,0,2,-1,-1,1,0,1,1,3,10,10,10,10,10,10,10,10,-1,0.000,0.000,-1.000,0.000,0.000,0.000,0.000,443.000,378.000,649.000,497.000,293.000,328.000,298.000,138.000,164.000,178.000,778.000,742.000,963.000,315.000,355.000,393.000
0,0,0,0,0,0,0,0,0,0,0,0,-2,-1,1,4,0,0,0,0,-1,2,0,3,1,3,4,4,4,4,4,5,4,4,1,-1.000,3.000,-1.000,0.000,0.000,0.000,-1.000,56.000,59.000,191.000,102.000,70.000,78.000,79.000,42.000,57.000,80.000,30.000,36.000,53.000,40.000,57.000,58.000
0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,-1,0,-1,0,0,0,0,-1,0,0,0,0,3,12,12,12,12,12,12,12,13,1,-1.000,3.000,-1.000,0.000,0.000,-1.000,-1.000,10351.000,9734.000,5003.000,9480.000,5526.000,5073.000,6050.000,8365.000,8419.000,7429.000,9933.000,8923.000,7760.000,9496.000,7903.000,7960.000
